KUCAT ID,Exam Type,CBT Score,Program Applied
KUCAT_2019_2262,KUCAT-PCM,656,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2263,KUCAT-PCM,840,BE in Computer Engineering
KUCAT_2019_2264,KUCAT-PCM,612,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2265,KUCAT-PCM,870,BArch in Architecture
KUCAT_2019_2266,KUCAT-PCM,791,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2267,KUCAT-PCM,758,BE in Computer Engineering
KUCAT_2019_2268,KUCAT-PCM,620,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_2269,KUCAT-PCM,830,BE in Computer Engineering
KUCAT_2019_2270,KUCAT-PCM,643,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2271,KUCAT-PCM,832,BE in Computer Engineering
KUCAT_2019_2272,KUCAT-PCM,515,BE in Computer Engineering
KUCAT_2019_2273,KUCAT-PCM,479,BE in Computer Engineering
KUCAT_2019_2274,KUCAT-PCM,802,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2275,KUCAT-PCM,1009,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_2276,KUCAT-PCM,681,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2277,KUCAT-PCM,611,BE in Computer Engineering
KUCAT_2019_2278,KUCAT-PCM,629,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2279,KUCAT-PCM,634,BE in Computer Engineering
KUCAT_2019_2280,KUCAT-PCM,927,BE in Computer Engineering
KUCAT_2019_2281,KUCAT-PCM,899,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_2282,KUCAT-PCB,538,Bachelor of Pharmacy
KUCAT_2019_2283,KUCAT-PCM,577,BE in Computer Engineering
KUCAT_2019_2284,KUCAT-PCM,1037,BE in Computer Engineering
KUCAT_2019_2285,KUCAT-PCB,526,BSc in Environmental Science
KUCAT_2019_2286,KUCAT-PCM,0,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2287,KUCAT-PCM,461,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2288,KUCAT-PCM,863,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_2289,KUCAT-PCM,684,BArch in Architecture
KUCAT_2019_2290,KUCAT-PCM,628,BArch in Architecture
KUCAT_2019_2291,KUCAT-PCM,709,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2292,KUCAT-PCM,717,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2293,KUCAT-PCB,657,Bachelor of Pharmacy
KUCAT_2019_2294,KUCAT-PCB,760,Bachelor of Pharmacy
KUCAT_2019_2295,KUCAT-PCM,671,BE in Computer Engineering
KUCAT_2019_2296,KUCAT-PCM,762,BE in Geomatics Engineering
KUCAT_2019_2297,KUCAT-PCM,569,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2298,KUCAT-PCB,617,Bachelor of Pharmacy
KUCAT_2019_2299,KUCAT-PCB,639,Bachelor of Pharmacy
KUCAT_2019_2300,KUCAT-PCM,620,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2301,KUCAT-PCM,754,BE in Computer Engineering
KUCAT_2019_2302,KUCAT-PCM,642,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2303,KUCAT-PCM,528,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2304,KUCAT-PCM,1177,BE in Computer Engineering
KUCAT_2019_2305,KUCAT-PCB,646,Bachelor of Pharmacy
KUCAT_2019_2306,KUCAT-PCM,895,BE in Computer Engineering
KUCAT_2019_2307,KUCAT-PCM,713,BE in Computer Engineering
KUCAT_2019_2308,KUCAT-PCM,906,BE in Computer Engineering
KUCAT_2019_2309,KUCAT-PCM,831,BE in Computer Engineering
KUCAT_2019_2310,KUCAT-PCM,673,BArch in Architecture
KUCAT_2019_2311,KUCAT-PCM,524,BE in Computer Engineering
KUCAT_2019_2312,KUCAT-PCM,641,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2313,KUCAT-PCM,875,BE in Computer Engineering
KUCAT_2019_2314,KUCAT-PCM,0,BE in Geomatics Engineering
KUCAT_2019_2315,KUCAT-PCM,492,BE in Computer Engineering
KUCAT_2019_2316,KUCAT-PCM,549,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2317,KUCAT-PCM,548,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2318,KUCAT-PCM,439,BE in Computer Engineering
KUCAT_2019_2319,KUCAT-PCM,620,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2320,KUCAT-PCM,471,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2321,KUCAT-PCM,1020,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2322,KUCAT-PCM,612,BE in Computer Engineering
KUCAT_2019_2323,KUCAT-PCM,543,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2324,KUCAT-PCM,852,BE in Computer Engineering
KUCAT_2019_2325,KUCAT-PCM,712,BArch in Architecture
KUCAT_2019_2326,KUCAT-PCM,359,BArch in Architecture
KUCAT_2019_2327,KUCAT-PCM,613,BE in Computer Engineering
KUCAT_2019_2328,KUCAT-PCM,844,BE in Computer Engineering
KUCAT_2019_2329,KUCAT-PCM,472,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2330,KUCAT-PCM,854,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2331,KUCAT-PCM,449,BE in Computer Engineering
KUCAT_2019_2288,KUCAT-PCM,863,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_2289,KUCAT-PCM,684,BArch in Architecture
KUCAT_2019_2290,KUCAT-PCM,628,BArch in Architecture
KUCAT_2019_2291,KUCAT-PCM,709,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2292,KUCAT-PCM,717,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2293,KUCAT-PCB,657,Bachelor of Pharmacy
KUCAT_2019_2294,KUCAT-PCB,760,Bachelor of Pharmacy
KUCAT_2019_2295,KUCAT-PCM,671,BE in Computer Engineering
KUCAT_2019_2296,KUCAT-PCM,762,BE in Geomatics Engineering
KUCAT_2019_2297,KUCAT-PCM,569,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2298,KUCAT-PCB,617,Bachelor of Pharmacy
KUCAT_2019_2299,KUCAT-PCB,639,Bachelor of Pharmacy
KUCAT_2019_2300,KUCAT-PCM,620,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2301,KUCAT-PCM,754,BE in Computer Engineering
KUCAT_2019_2302,KUCAT-PCM,642,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2303,KUCAT-PCM,528,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2304,KUCAT-PCM,1177,BE in Computer Engineering
KUCAT_2019_2305,KUCAT-PCB,646,Bachelor of Pharmacy
KUCAT_2019_2306,KUCAT-PCM,895,BE in Computer Engineering
KUCAT_2019_2307,KUCAT-PCM,713,BE in Computer Engineering
KUCAT_2019_2308,KUCAT-PCM,906,BE in Computer Engineering
KUCAT_2019_2309,KUCAT-PCM,831,BE in Computer Engineering
KUCAT_2019_2310,KUCAT-PCM,673,BArch in Architecture
KUCAT_2019_2311,KUCAT-PCM,524,BE in Computer Engineering
KUCAT_2019_2312,KUCAT-PCM,641,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2313,KUCAT-PCM,875,BE in Computer Engineering
KUCAT_2019_2314,KUCAT-PCM,0,BE in Geomatics Engineering
KUCAT_2019_2315,KUCAT-PCM,492,BE in Computer Engineering
KUCAT_2019_2316,KUCAT-PCM,549,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2317,KUCAT-PCM,548,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2318,KUCAT-PCM,439,BE in Computer Engineering
KUCAT_2019_2319,KUCAT-PCM,620,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2320,KUCAT-PCM,471,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2321,KUCAT-PCM,1020,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2322,KUCAT-PCM,612,BE in Computer Engineering
KUCAT_2019_2323,KUCAT-PCM,543,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2324,KUCAT-PCM,852,BE in Computer Engineering
KUCAT_2019_2325,KUCAT-PCM,712,BArch in Architecture
KUCAT_2019_2326,KUCAT-PCM,359,BArch in Architecture
KUCAT_2019_2327,KUCAT-PCM,613,BE in Computer Engineering
KUCAT_2019_2328,KUCAT-PCM,844,BE in Computer Engineering
KUCAT_2019_2329,KUCAT-PCM,472,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2330,KUCAT-PCM,854,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2331,KUCAT-PCM,449,BE in Computer Engineering
KUCAT_2019_2332,KUCAT-PCM,543,BArch in Architecture
KUCAT_2019_2333,KUCAT-PCM,764,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2334,KUCAT-PCM,587,BE in Chemical Engineering
KUCAT_2019_2335,KUCAT-PCM,631,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2336,KUCAT-PCM,984,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2337,KUCAT-PCM,638,BE in Computer Engineering
KUCAT_2019_2338,KUCAT-PCM,561,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2339,KUCAT-PCB,760,BTech in Biotechnology
KUCAT_2019_2340,KUCAT-PCM,797,BE in Geomatics Engineering
KUCAT_2019_2341,KUCAT-PCM,732,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2342,KUCAT-PCM,453,BE in Geomatics Engineering
KUCAT_2019_2343,KUCAT-PCM,705,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2344,KUCAT-PCM,656,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2345,KUCAT-PCM,591,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2346,KUCAT-PCM,1129,BE in Computer Engineering
KUCAT_2019_2347,KUCAT-PCM,660,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2348,KUCAT-PCM,635,BE in Computer Engineering
KUCAT_2019_2349,KUCAT-PCM,1005,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2350,KUCAT-PCM,429,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2351,KUCAT-PCM,405,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2352,KUCAT-PCM,452,BE in Computer Engineering
KUCAT_2019_2353,KUCAT-PCM,419,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2354,KUCAT-PCB,525,Bachelor of Pharmacy
KUCAT_2019_2355,KUCAT-PCM,906,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2356,KUCAT-PCM,609,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2357,KUCAT-PCB,516,BTech in Biotechnology
KUCAT_2019_2358,KUCAT-PCM,871,BArch in Architecture
KUCAT_2019_2359,KUCAT-PCM,509,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2360,KUCAT-PCM,513,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2361,KUCAT-PCM,982,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_2362,KUCAT-PCM,710,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2363,KUCAT-PCM,848,BE in Computer Engineering
KUCAT_2019_2364,KUCAT-PCM,583,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2365,KUCAT-PCM,719,BE in Computer Engineering
KUCAT_2019_2366,KUCAT-PCB,353,Bachelor of Pharmacy
KUCAT_2019_2367,KUCAT-PCM,699,BArch in Architecture
KUCAT_2019_2368,KUCAT-PCM,594,BE in Computer Engineering
KUCAT_2019_2369,KUCAT-PCM,573,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2370,KUCAT-PCM,499,BE in Computer Engineering
KUCAT_2019_2371,KUCAT-PCM,600,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2372,KUCAT-PCM,826,BE in Computer Engineering
KUCAT_2019_2373,KUCAT-PCM,721,BE in Computer Engineering
KUCAT_2019_2374,KUCAT-PCB,720,Bachelor of Pharmacy
KUCAT_2019_2375,KUCAT-PCM,688,BE in Computer Engineering
KUCAT_2019_2332,KUCAT-PCM,543,BArch in Architecture
KUCAT_2019_2333,KUCAT-PCM,764,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2334,KUCAT-PCM,587,BE in Chemical Engineering
KUCAT_2019_2335,KUCAT-PCM,631,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2336,KUCAT-PCM,984,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2337,KUCAT-PCM,638,BE in Computer Engineering
KUCAT_2019_2338,KUCAT-PCM,561,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2339,KUCAT-PCB,760,BTech in Biotechnology
KUCAT_2019_2340,KUCAT-PCM,797,BE in Geomatics Engineering
KUCAT_2019_2341,KUCAT-PCM,732,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2342,KUCAT-PCM,453,BE in Geomatics Engineering
KUCAT_2019_2343,KUCAT-PCM,705,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2344,KUCAT-PCM,656,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2345,KUCAT-PCM,591,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2346,KUCAT-PCM,1129,BE in Computer Engineering
KUCAT_2019_2347,KUCAT-PCM,660,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2348,KUCAT-PCM,635,BE in Computer Engineering
KUCAT_2019_2349,KUCAT-PCM,1005,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2350,KUCAT-PCM,429,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2351,KUCAT-PCM,405,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2352,KUCAT-PCM,452,BE in Computer Engineering
KUCAT_2019_2353,KUCAT-PCM,419,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2354,KUCAT-PCB,525,Bachelor of Pharmacy
KUCAT_2019_2355,KUCAT-PCM,906,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2356,KUCAT-PCM,609,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2357,KUCAT-PCB,516,BTech in Biotechnology
KUCAT_2019_2358,KUCAT-PCM,871,BArch in Architecture
KUCAT_2019_2359,KUCAT-PCM,509,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2360,KUCAT-PCM,513,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2361,KUCAT-PCM,982,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_2362,KUCAT-PCM,710,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2363,KUCAT-PCM,848,BE in Computer Engineering
KUCAT_2019_2364,KUCAT-PCM,583,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2365,KUCAT-PCM,719,BE in Computer Engineering
KUCAT_2019_2366,KUCAT-PCB,353,Bachelor of Pharmacy
KUCAT_2019_2367,KUCAT-PCM,699,BArch in Architecture
KUCAT_2019_2368,KUCAT-PCM,594,BE in Computer Engineering
KUCAT_2019_2369,KUCAT-PCM,573,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2370,KUCAT-PCM,499,BE in Computer Engineering
KUCAT_2019_2371,KUCAT-PCM,600,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2372,KUCAT-PCM,826,BE in Computer Engineering
KUCAT_2019_2373,KUCAT-PCM,721,BE in Computer Engineering
KUCAT_2019_2374,KUCAT-PCB,720,Bachelor of Pharmacy
KUCAT_2019_2375,KUCAT-PCM,688,BE in Computer Engineering
KUCAT_2019_2376,KUCAT-PCM,680,BE in Computer Engineering
KUCAT_2019_2377,KUCAT-PCB,686,Bachelor of Pharmacy
KUCAT_2019_2378,KUCAT-PCM,911,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2379,KUCAT-PCM,913,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2380,KUCAT-PCB,0,Bachelor of Pharmacy
KUCAT_2019_2381,KUCAT-PCM,469,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2382,KUCAT-PCM,535,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2383,KUCAT-PCM,563,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2384,KUCAT-PCM,270,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2385,KUCAT-PCB,459,Bachelor of Pharmacy
KUCAT_2019_2386,KUCAT-PCM,578,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2387,KUCAT-PCM,577,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2388,KUCAT-PCM,733,BE in Computer Engineering
KUCAT_2019_2389,KUCAT-PCM,951,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2390,KUCAT-PCM,747,BE in Computer Engineering
KUCAT_2019_2391,KUCAT-PCM,805,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2392,KUCAT-PCM,585,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2393,KUCAT-PCM,516,BE in Computer Engineering
KUCAT_2019_2394,KUCAT-PCM,881,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2395,KUCAT-PCM,849,BE in Computer Engineering
KUCAT_2019_2396,KUCAT-PCM,1050,BE in Computer Engineering
KUCAT_2019_2397,KUCAT-PCM,619,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2398,KUCAT-PCB,542,Bachelor of Pharmacy
KUCAT_2019_2399,KUCAT-PCM,853,BE in Computer Engineering
KUCAT_2019_2400,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_2401,KUCAT-PCB,662,Bachelor of Pharmacy
KUCAT_2019_2402,KUCAT-PCM,560,BE in Computer Engineering
KUCAT_2019_2403,KUCAT-PCM,649,BE in Computer Engineering
KUCAT_2019_2404,KUCAT-PCB,734,BTech in Biotechnology
KUCAT_2019_2405,KUCAT-PCB,547,Bachelor of Pharmacy
KUCAT_2019_2406,KUCAT-PCM,454,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2407,KUCAT-PCM,746,BE in Computer Engineering
KUCAT_2019_2408,KUCAT-PCM,585,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2409,KUCAT-PCM,493,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_2410,KUCAT-PCM,498,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2411,KUCAT-PCM,444,BE in Computer Engineering
KUCAT_2019_2412,KUCAT-PCB,0,Bachelor of Pharmacy
KUCAT_2019_2413,KUCAT-PCB,707,Bachelor of Pharmacy
KUCAT_2019_2414,KUCAT-PCB,528,Bachelor of Pharmacy
KUCAT_2019_2415,KUCAT-PCB,585,Bachelor of Pharmacy
KUCAT_2019_2416,KUCAT-PCM,657,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2417,KUCAT-PCM,576,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_2418,KUCAT-PCM,518,BE in Computer Engineering
KUCAT_2019_2419,KUCAT-PCB,437,Bachelor of Pharmacy
KUCAT_2019_2376,KUCAT-PCM,680,BE in Computer Engineering
KUCAT_2019_2377,KUCAT-PCB,686,Bachelor of Pharmacy
KUCAT_2019_2378,KUCAT-PCM,911,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2379,KUCAT-PCM,913,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2380,KUCAT-PCB,0,Bachelor of Pharmacy
KUCAT_2019_2381,KUCAT-PCM,469,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2382,KUCAT-PCM,535,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2383,KUCAT-PCM,563,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2384,KUCAT-PCM,270,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2385,KUCAT-PCB,459,Bachelor of Pharmacy
KUCAT_2019_2386,KUCAT-PCM,578,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2387,KUCAT-PCM,577,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2388,KUCAT-PCM,733,BE in Computer Engineering
KUCAT_2019_2389,KUCAT-PCM,951,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2390,KUCAT-PCM,747,BE in Computer Engineering
KUCAT_2019_2391,KUCAT-PCM,805,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2392,KUCAT-PCM,585,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2393,KUCAT-PCM,516,BE in Computer Engineering
KUCAT_2019_2394,KUCAT-PCM,881,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2395,KUCAT-PCM,849,BE in Computer Engineering
KUCAT_2019_2396,KUCAT-PCM,1050,BE in Computer Engineering
KUCAT_2019_2397,KUCAT-PCM,619,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2398,KUCAT-PCB,542,Bachelor of Pharmacy
KUCAT_2019_2399,KUCAT-PCM,853,BE in Computer Engineering
KUCAT_2019_2400,KUCAT-PCM,0,BE in Computer Engineering
KUCAT_2019_2401,KUCAT-PCB,662,Bachelor of Pharmacy
KUCAT_2019_2402,KUCAT-PCM,560,BE in Computer Engineering
KUCAT_2019_2403,KUCAT-PCM,649,BE in Computer Engineering
KUCAT_2019_2404,KUCAT-PCB,734,BTech in Biotechnology
KUCAT_2019_2405,KUCAT-PCB,547,Bachelor of Pharmacy
KUCAT_2019_2406,KUCAT-PCM,454,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2407,KUCAT-PCM,746,BE in Computer Engineering
KUCAT_2019_2408,KUCAT-PCM,585,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2409,KUCAT-PCM,493,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_2410,KUCAT-PCM,498,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2411,KUCAT-PCM,444,BE in Computer Engineering
KUCAT_2019_2412,KUCAT-PCB,0,Bachelor of Pharmacy
KUCAT_2019_2413,KUCAT-PCB,707,Bachelor of Pharmacy
KUCAT_2019_2414,KUCAT-PCB,528,Bachelor of Pharmacy
KUCAT_2019_2415,KUCAT-PCB,585,Bachelor of Pharmacy
KUCAT_2019_2416,KUCAT-PCM,657,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2417,KUCAT-PCM,576,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_2418,KUCAT-PCM,518,BE in Computer Engineering
KUCAT_2019_2419,KUCAT-PCB,437,Bachelor of Pharmacy
KUCAT_2019_2420,KUCAT-PCM,470,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2421,KUCAT-PCM,584,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2422,KUCAT-PCM,736,BE in Computer Engineering
KUCAT_2019_2423,KUCAT-PCM,627,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2424,KUCAT-PCM,685,BE in Computer Engineering
KUCAT_2019_2425,KUCAT-PCM,612,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2426,KUCAT-PCM,693,BE in Computer Engineering
KUCAT_2019_2427,KUCAT-PCM,564,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2428,KUCAT-PCM,738,BE in Computer Engineering
KUCAT_2019_2429,KUCAT-PCM,476,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2430,KUCAT-PCM,741,BArch in Architecture
KUCAT_2019_2431,KUCAT-PCM,458,BE in Computer Engineering
KUCAT_2019_2432,KUCAT-PCM,671,BE in Computer Engineering
KUCAT_2019_2433,KUCAT-PCB,567,BSc in Environmental Science
KUCAT_2019_2434,KUCAT-PCM,678,BArch in Architecture
KUCAT_2019_2435,KUCAT-PCM,640,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2436,KUCAT-PCM,486,BSc In Computer Science
KUCAT_2019_2437,KUCAT-PCM,769,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2438,KUCAT-PCM,872,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_2439,KUCAT-PCB,408,Bachelor of Pharmacy
KUCAT_2019_2440,KUCAT-PCM,479,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2441,KUCAT-PCM,629,BSc In Computer Science
KUCAT_2019_2442,KUCAT-PCM,948,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2443,KUCAT-PCM,389,BE in Computer Engineering
KUCAT_2019_2444,KUCAT-PCM,816,BE in Mechanical Engineering(Hydropower)
KUCAT_2019_2445,KUCAT-PCM,1079,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_2446,KUCAT-PCM,702,BE in Mechanical Engineering(Automobile)
KUCAT_2019_2447,KUCAT-PCM,535,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2448,KUCAT-PCM,1007,BE in Computer Engineering
KUCAT_2019_2449,KUCAT-PCM,762,BE in Electrical & Electronic Engineering (Communication)
KUCAT_2019_2450,KUCAT-PCM,638,BE in Computer Engineering
KUCAT_2019_2451,KUCAT-PCM,634,BSc In Computer Science
KUCAT_2019_2452,KUCAT-PCM,797,BE in Mechanical Engineering(Design and Manufacturing)
KUCAT_2019_2453,KUCAT-PCM,697,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2454,KUCAT-PCM,874,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2455,KUCAT-PCM,581,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2456,KUCAT-PCM,1010,BE in Electrical & Electronic Engineering (Power & Control)
KUCAT_2019_2457,KUCAT-PCB,373,Bachelor of Pharmacy
KUCAT_2019_2458,KUCAT-PCM,915,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2459,KUCAT-PCB,612,Bachelor of Pharmacy
KUCAT_2019_2460,KUCAT-PCB,601,Bachelor of Pharmacy
KUCAT_2019_2461,KUCAT-PCM,480,BE in Computer Engineering
KUCAT_2019_2462,KUCAT-PCB,613,Bachelor of Pharmacy
KUCAT_2019_2463,KUCAT-PCM,1000,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2420,KUCAT-PCM,470,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2421,KUCAT-PCM,584,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2422,KUCAT-PCM,736,BE in Computer Engineering
KUCAT_2019_2423,KUCAT-PCM,627,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2424,KUCAT-PCM,685,BE in Computer Engineering
KUCAT_2019_2425,KUCAT-PCM,612,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2426,KUCAT-PCM,693,BE in Computer Engineering
KUCAT_2019_2427,KUCAT-PCM,564,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2428,KUCAT-PCM,738,BE in Computer Engineering
KUCAT_2019_2429,KUCAT-PCM,476,BE in Civil Engineering (Specialization in Hydropower)
KUCAT_2019_2430,KUCAT-PCM,741,BArch in Architecture
KUCAT_2019_2431,KUCAT-PCM,458,BE in Computer Engineering
